 2.0   -3.162702    0.243634
 2.1   -3.181946    0.144521
 2.2   -3.192214    0.063663
 2.3   -3.195201   -0.001522
 2.4   -3.192353   -0.053406
 2.5   -3.184894   -0.094058
 2.6   -3.173857   -0.125236
 2.7   -3.160113   -0.148415
 2.8   -3.144399   -0.164828
 2.9   -3.127339   -0.175508
 3.0   -3.109460   -0.181330
 3.1   -3.091210   -0.183042
 3.2   -3.072966   -0.181294
 3.3   -3.055047   -0.176654
 3.4   -3.037715   -0.169629
 3.5   -3.021186   -0.160671
 3.6   -3.005631   -0.150191
 3.7   -2.991186   -0.138559
 3.8   -2.977947   -0.126112
 3.9   -2.965980   -0.113154
 4.0   -2.955324   -0.099958
 4.1   -2.945988   -0.086771
 4.2   -2.937962   -0.073808
 4.3   -2.931213   -0.061259
 4.4   -2.925691   -0.049284
 4.5   -2.921332   -0.038021
 4.6   -2.918060   -0.027578
 4.7   -2.915787   -0.018041
 4.8   -2.914419   -0.009472
 4.9   -2.913858   -0.001915
 5.0   -2.914002    0.004610
 5.1   -2.914746    0.010097
 5.2   -2.915987    0.014558
 5.3   -2.917624    0.018017
 5.4   -2.919558    0.020508
 5.5   -2.921695    0.022076
 5.6   -2.923944    0.022773
 5.7   -2.926222    0.022656
 5.8   -2.928450    0.021787
 5.9   -2.930557    0.020228
 6.0   -2.932475    0.018045
 6.1   -2.934147    0.015303
 6.2   -2.935519    0.012066
 6.3   -2.936546    0.008396
 6.4   -2.937186    0.004355
 6.5   -2.937406    0.000000
 6.6   -2.937406    0.000000
 6.7   -2.937406    0.000000
 6.8   -2.937406    0.000000
 6.9   -2.937406    0.000000
 7.0   -2.937406    0.000000
 7.1   -2.937406    0.000000
 7.2   -2.937406    0.000000
 7.3   -2.937406    0.000000
 7.4   -2.937406    0.000000
 7.5   -2.937406    0.000000
 7.6   -2.937406    0.000000
 7.7   -2.937406    0.000000
 7.8   -2.937406    0.000000
 7.9   -2.937406    0.000000
 8.0   -2.937406    0.000000
 8.1   -2.937406    0.000000
 8.2   -2.937406    0.000000
 8.3   -2.937406    0.000000
 8.4   -2.937406    0.000000
 8.5   -2.937406    0.000000
 8.6   -2.937406    0.000000
 8.7   -2.937406    0.000000
 8.8   -2.937406    0.000000
 8.9   -2.937406    0.000000
 9.0   -2.937406    0.000000
 9.1   -2.937406    0.000000
 9.2   -2.937406    0.000000
 9.3   -2.937406    0.000000
 9.4   -2.937406    0.000000
 9.5   -2.937406    0.000000
 9.6   -2.937406    0.000000
 9.7   -2.937406    0.000000
 9.8   -2.937406    0.000000
 9.9   -2.937406    0.000000
10.0   -2.937406    0.000000
