 2.0   -2.827864    0.686795
 2.1   -2.890537    0.568245
 2.2   -2.941841    0.459525
 2.3   -2.982782    0.360989
 2.4   -3.014379    0.272625
 2.5   -3.037637    0.194156
 2.6   -3.053525    0.125130
 2.7   -3.062959    0.064994
 2.8   -3.066800    0.013149
 2.9   -3.065845   -0.031009
 3.0   -3.060834   -0.068068
 3.1   -3.052450   -0.098585
 3.2   -3.041318   -0.123086
 3.3   -3.028016   -0.142069
 3.4   -3.013072   -0.156011
 3.5   -2.996966   -0.165379
 3.6   -2.980134   -0.170630
 3.7   -2.962963   -0.172221
 3.8   -2.945796   -0.170608
 3.9   -2.928932   -0.166247
 4.0   -2.912624   -0.159586
 4.1   -2.897077   -0.151063
 4.2   -2.882459   -0.141099
 4.3   -2.868892   -0.130092
 4.4   -2.856463   -0.118410
 4.5   -2.845222   -0.106385
 4.6   -2.835187   -0.094314
 4.7   -2.826352   -0.082452
 4.8   -2.818683   -0.071013
 4.9   -2.812129   -0.060173
 5.0   -2.806624   -0.050068
 5.1   -2.802088   -0.040797
 5.2   -2.798434   -0.032429
 5.3   -2.795570   -0.025003
 5.4   -2.793402   -0.018533
 5.5   -2.791832   -0.013012
 5.6   -2.790768   -0.008415
 5.7   -2.790120   -0.004703
 5.8   -2.789800   -0.001829
 5.9   -2.789728    0.000265
 6.0   -2.789829    0.001639
 6.1   -2.790034    0.002360
 6.2   -2.790281    0.002492
 6.3   -2.790515    0.002100
 6.4   -2.790686    0.001249
 6.5   -2.790751    0.000000
 6.6   -2.790751    0.000000
 6.7   -2.790751    0.000000
 6.8   -2.790751    0.000000
 6.9   -2.790751    0.000000
 7.0   -2.790751    0.000000
 7.1   -2.790751    0.000000
 7.2   -2.790751    0.000000
 7.3   -2.790751    0.000000
 7.4   -2.790751    0.000000
 7.5   -2.790751    0.000000
 7.6   -2.790751    0.000000
 7.7   -2.790751    0.000000
 7.8   -2.790751    0.000000
 7.9   -2.790751    0.000000
 8.0   -2.790751    0.000000
 8.1   -2.790751    0.000000
 8.2   -2.790751    0.000000
 8.3   -2.790751    0.000000
 8.4   -2.790751    0.000000
 8.5   -2.790751    0.000000
 8.6   -2.790751    0.000000
 8.7   -2.790751    0.000000
 8.8   -2.790751    0.000000
 8.9   -2.790751    0.000000
 9.0   -2.790751    0.000000
 9.1   -2.790751    0.000000
 9.2   -2.790751    0.000000
 9.3   -2.790751    0.000000
 9.4   -2.790751    0.000000
 9.5   -2.790751    0.000000
 9.6   -2.790751    0.000000
 9.7   -2.790751    0.000000
 9.8   -2.790751    0.000000
 9.9   -2.790751    0.000000
10.0   -2.790751    0.000000
